"","X","Lng","Lat","Cid","tradeTime","DOM","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
"45434",45434,116.447783,39.94387,1111027375280,"2016-11-11",8,10,1400,99943,140.08,2,1,1,2,17,"Plate/Tower",2006,"Hardcover","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","DongCheng",112184
"133649",133649,116.540406,39.924731,1111027378621,"2013-06-09",7,0,218,30984,70.36,2,1,1,1,6,"Plate",2000,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",47402
"49031",49031,116.360016,39.939659,1111027375999,"2016-12-31",35,0,550,88853,61.9,2,1,1,1,14,"Plate/Tower",1995,"Simplicit","Steel/Concrete",0.133,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",96915
"244356",244356,116.3598,39.96227,1111027378266,"2015-08-24",1,1,285,47343,60.2,2,1,1,1,18,"Tower",1983,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","No_Subway","HaiDian",81208
"90647",90647,116.415742,40.077796,1111027380053,"2012-07-01",7,0,225,12777,176.1,3,2,1,2,19,"Plate",2003,"Other","Mixed",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChangPing",37661
"249793",249793,116.38,40.04056,1111027374615,"2016-03-25",7,0,503,58783,85.57,2,1,1,1,6,"Plate",2008,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","HaiDian",75792
"280383",280383,116.3839,39.97066,1111027380707,"2013-07-20",7,2,660,68042,97,2,1,1,1,14,"Plate/Tower",1998,"Other","Mixed",0.333,"Has_Elevator","Ownership < 5y","No_Subway","XiCheng",130297
"143751",143751,116.613895,39.894341,1111027380403,"2014-06-17",7,3,166,23095,71.88,2,1,1,1,6,"Plate",1999,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",39571
"153803",153803,116.505827,39.9008,1111027377410,"2015-04-02",7,2,331,39452,83.9,2,1,1,1,18,"Tower",2007,"Hardcover","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","Has_Subway","ChaoYang",68153
"108652",108652,116.425304,40.112553,1111027378310,"2016-01-17",7,7,219.8,20134,109.17,2,1,1,2,5,"Plate",2004,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",41888
"137210",137210,116.566117,39.956661,1111027376682,"2013-10-06",7,4,291,24493,118.81,3,1,1,2,6,"Plate",2006,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",44670
"111588",111588,116.372841,40.080111,1111027375153,"2016-03-26",7,4,263,36897,71.28,2,1,1,1,6,"Plate",1995,"Hardcover","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",47997
"29405",29405,116.345917,40.066018,1111027378122,"2016-08-25",2,5,295,44030,67,2,1,1,1,6,"Plate",1993,"Simplicit","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChangPing",48527
"198482",198482,116.339906,39.781801,1111027381745,"2013-08-28",1,0,260,24356,106.75,3,2,1,1,7,"Plate",2000,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","FaXing",45110
"17177",17177,116.465557,39.93119,1111027379567,"2016-07-12",9,2,960,64634,148.53,2,2,1,2,20,"Tower",2010,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",92358
"226005",226005,116.323,40.04053,1111027379162,"2012-05-03",7,0,360,28110,128.07,3,2,1,2,15,"Plate/Tower",2004,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",92400
"70762",70762,116.57772,39.901441,1111027379520,"2017-06-03",55,31,388,44197,87.79,2,1,1,1,6,"Plate",2004,"Rough","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",43127
"231363",231363,116.3529,40.05023,1111027378224,"2013-02-27",7,1,310,41383,74.91,2,2,1,1,18,"Plate",2007,"Other","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",71309
"82433",82433,116.455654,39.898084,1111027374680,"2017-12-13",100,48,427,84790,50.36,1,1,1,1,28,"Tower",2009,"Simplicit","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",78235
"28458",28458,116.265774,40.170928,1111027375904,"2016-12-20",123,69,250,37989,65.81,2,0,2,2,18,"Plate/Tower",2010,"Hardcover","Steel/Concrete",0.182,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",43737
"177361",177361,116.480675,39.868869,1111027382783,"2016-03-06",1,10,375,41788,89.74,2,1,1,1,6,"Plate",2005,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",60403
"284373",284373,116.3939,39.96896,1111027378996,"2014-10-19",7,4,318,55595,57.2,2,1,1,1,6,"Plate",1984,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",118423
"178234",178234,116.586465,39.918172,1111027375141,"2016-03-11",7,7,335,35826,93.51,2,1,1,2,18,"Plate",2005,"Hardcover","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",55507
"238774",238774,116.3851,39.97733,1111027376971,"2014-10-19",7,0,185,33460,55.29,1,0,1,1,30,"Tower",2010,"Hardcover","Steel/Concrete",0.345,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",56608
"167319",167319,116.522105,39.922247,1111027374649,"2015-12-16",7,16,169,30353,55.68,2,1,1,1,6,"Plate",1993,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",53994
"6044",6044,116.295536,39.848391,1111027380820,"2016-09-18",141,242,280,46205,60.6,2,1,1,1,6,"Plate",1996,"Simplicit","Mixed",0.333,"No_elevator","Ownership > 5y","Has_Subway","FengTai",47480
"171874",171874,116.465341,39.997219,1111027375066,"2016-03-03",7,46,220,48889,45,1,1,1,1,6,"Plate",1993,"Simplicit","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",61281
"210726",210726,116.4169,39.85019,1111027378473,"2013-03-23",7,0,195,32956,59.17,2,1,1,1,6,"Plate",1994,"Other","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","Has_Subway","FengTai",50104
"237190",237190,116.3422,40.03896,1111027380722,"2014-10-24",7,13,620,48525,127.77,3,2,1,2,18,"Plate/Tower",2008,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",87365
"100700",100700,116.435471,40.109315,1111046362161,"2014-10-26",7,1,247,19358,127.6,3,2,1,2,6,"Plate",1998,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","ChangPing",34854
"67446",67446,116.594761,39.921447,1111027374857,"2017-06-08",89,63,440,45677,96.33,3,1,1,1,24,"Tower",2000,"Simplicit","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",45906
"78147",78147,116.416156,40.082585,1111027380054,"2017-08-27",44,205,500,26609,187.91,3,2,1,2,32,"Tower",2003,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","Has_Subway","ChangPing",33820
"291398",291398,116.3356,39.88962,1111027378200,"2015-12-14",7,16,435,46410,93.73,2,2,1,1,23,"Tower",2003,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",80885
"93774",93774,116.318694,40.087485,1111027375875,"2012-12-25",7,0,220,17916,122.8,3,2,1,2,10,"Plate",2006,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",36774
"92672",92672,116.415742,40.077796,1111027380053,"2012-08-26",7,0,170,18169,93.57,2,1,1,1,32,"Tower",2003,"Other","Mixed",0.375,"Has_Elevator","Ownership > 5y","Has_Subway","ChangPing",37661
"28496",28496,116.370813,39.949254,1111027379070,"2016-08-23",4,10,505,86920,58.1,2,1,1,1,7,"Plate",1992,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",94460
"80032",80032,116.426912,39.960779,1111027375206,"2017-08-16",10,17,600,108854,55.12,2,1,1,1,6,"Plate",1996,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","DongCheng",102521
"116953",116953,116.594886,39.910677,1111027376678,"2012-04-22",7,0,198,16364,121,3,2,1,2,15,"Tower",2007,"Other","Steel/Concrete",0.3,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",45177
"159453",159453,116.450729,39.977923,1111043364345,"2015-05-19",1,0,615,65045,94.55,2,1,1,1,24,"Plate",2011,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",109848
"199517",199517,116.452235,39.820236,1111027378359,"2014-12-22",7,15,258,19945,129.36,3,2,1,2,6,"Plate",2004,"Other","Steel/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","FaXing",37363
"242420",242420,116.3655,40.03617,1111027378951,"2015-05-14",7,0,472,44303,106.54,3,2,1,1,5,"Plate",2004,"Hardcover","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",68148
"190022",190022,116.421263,39.946757,1111027377077,"2015-03-16",1,0,378,72248,52.32,1,1,1,1,11,"Plate/Tower",2002,"Simplicit","Steel/Concrete",0.167,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",123223
"88891",88891,116.544954,39.971689,1111042722170,"2017-12-15",2,11,886,56835,155.89,3,2,1,2,6,"Plate",2012,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",64868
"191967",191967,116.427853,39.966824,1111027375203,"2015-10-23",7,12,371,64815,57.24,2,1,1,1,4,"Plate",1979,"Hardcover","Brick/Concrete",0.5,"No_elevator","Ownership > 5y","Has_Subway","DongCheng",85073
"269622",269622,116.6885,39.89917,1111027381947,"2014-04-19",7,4,133,25176,52.83,2,1,1,1,6,"Plate",1992,"Hardcover","Mixed",0.5,"No_elevator","Ownership > 5y","No_Subway","TongZhou",43011
"136582",136582,116.505098,39.918019,1111027373686,"2013-10-13",7,6,352,47853,73.56,1,1,1,1,21,"Plate",2006,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",82664
"119551",119551,116.47773,40.002156,1111027380317,"2012-09-03",7,0,286,22679,126.11,3,2,1,1,30,"Tower",1997,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",60348
"247735",247735,116.3678,39.95957,1111027377061,"2016-03-09",7,48,691,61070,113.15,3,1,1,1,25,"Tower",2001,"Hardcover","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",85478
"82531",82531,116.420546,39.997876,1111027375605,"2017-11-26",82,6,525,79824,65.77,2,1,1,1,25,"Tower",1990,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",69557
"252438",252438,116.1723,39.93194,1111027377067,"2012-10-03",7,0,183,22089,82.85,2,1,1,1,24,"Tower",2003,"Other","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","Has_Subway","ShiJingShan",42945
"164400",164400,116.59088,39.924096,1111027375124,"2015-12-18",1,17,230,22497,102.24,2,2,1,2,6,"Plate",1996,"Rough","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ChaoYang",50845
"117418",117418,116.60292,39.909042,1111041802183,"2012-03-23",7,0,192.5,16741,114.99,3,2,1,2,18,"Plate/Tower",2011,"Other","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",54019
"131655",131655,116.454732,39.952827,1111027381416,"2013-03-26",7,0,235,44066,53.33,2,1,1,1,5,"Plate",1982,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",67756
"228598",228598,116.3671,40.04021,1111027382073,"2012-08-31",1,0,213,26662,79.89,3,1,1,1,6,"Plate",1997,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",64588
"209758",209758,116.296286,39.870107,1111027382679,"2012-10-29",7,0,185,23088,80.13,1,2,1,1,24,"Tower",2002,"Other","Steel/Concrete",0.222,"Has_Elevator","Ownership > 5y","Has_Subway","FengTai",53588
"82765",82765,116.152698,40.116606,1111046888092,"2017-11-29",82,52,331,38628,85.69,2,1,1,1,6,"Plate",2009,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","No_Subway","HaiDian",37277
"79570",79570,116.315445,40.074203,1111047349969,"2017-09-09",41,44,430,44542,96.54,2,1,1,1,18,"Plate",2013,"Simplicit","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","No_Subway","ChangPing",45536
"71336",71336,116.299708,40.050845,1111042959484,"2017-08-31",138,18,928,78267,118.57,2,2,1,2,7,"Plate",2011,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","No_Subway","HaiDian",77777
"287738",287738,116.3749,39.90954,1111027381284,"2015-05-17",1,6,662,85530,77.4,3,1,1,1,12,"Plate/Tower",1987,"Simplicit","Mixed",0.125,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",133064
"248808",248808,116.35,39.99277,1111027382338,"2016-03-04",7,4,320,55078,58.1,2,1,1,1,6,"Plate",1985,"Rough","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","HaiDian",86119
"159657",159657,116.556567,39.952006,1111027379175,"2015-07-04",1,3,202,27169,74.35,1,2,1,1,12,"Tower",2008,"Simplicit","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","No_Subway","ChaoYang",48420
"200959",200959,116.335491,39.780886,1111027375995,"2015-02-08",1,1,324,28394,114.11,3,2,1,2,27,"Plate/Tower",2010,"Simplicit","Steel/Concrete",0.667,"Has_Elevator","Ownership > 5y","Has_Subway","FaXing",56901
"36084",36084,116.35881,39.905008,1111027380601,"2016-12-11",86,27,592,80000,74,2,1,1,1,14,"Plate/Tower",1985,"Hardcover","Steel/Concrete",0.2,"Has_Elevator","Ownership < 5y","Has_Subway","XiCheng",88283
"68297",68297,116.233785,39.906862,1111027381888,"2017-03-22",6,0,245,61006,40.16,1,1,1,1,6,"Plate",1987,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ShiJingShan",49154
"254176",254176,116.2296,39.915,1111027378058,"2013-12-15",7,11,184,39283,46.84,2,1,1,1,6,"Plate",1983,"Other","Steel/Concrete",0.5,"No_elevator","Ownership > 5y","Has_Subway","ShiJingShan",51471
"47695",47695,116.176213,39.942157,1111027378397,"2017-02-27",101,71,405,39706,102,2,2,1,1,3,"Plate",1993,"Hardcover","Brick/Concrete",0.5,"No_elevator","Ownership < 5y","No_Subway","ShiJingShan",39694
"268086",268086,116.7113,39.9184,1111027377937,"2013-07-02",7,0,200,17392,115,2,2,1,1,11,"Plate/Tower",2005,"Other","Steel/Concrete",0.333,"Has_Elevator","Ownership < 5y","No_Subway","TongZhou",45161
"33334",33334,116.612342,39.935122,1111041137077,"2016-09-26",21,471,360,45392,79.31,2,1,1,1,18,"Tower",2010,"Hardcover","Steel/Concrete",0.333,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",44892
"81017",81017,116.332045,40.081334,1111027377891,"2017-08-29",11,37,446,41205,108.24,3,1,1,1,6,"Plate",1994,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChangPing",48852
"60737",60737,116.271746,40.05804,1111046364973,"2017-02-14",3,23,775,80021,96.85,3,1,1,1,6,"Plate",2004,"Simplicit","Mixed",0.333,"No_elevator","Ownership > 5y","Has_Subway","HaiDian",76826
"124040",124040,116.530553,39.921425,1111027381021,"2013-01-15",7,0,355,27683,128.24,3,2,1,2,7,"Plate",2000,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",56631
"87409",87409,116.406935,40.049931,1111027380623,"2017-12-05",22,11,401,48975,81.88,2,1,1,1,15,"Plate/Tower",2010,"Hardcover","Steel/Concrete",0.4,"Has_Elevator","Ownership < 5y","No_Subway","ChangPing",47992
"240548",240548,116.3256,40.04947,1111027376795,"2015-04-20",7,1,499,42494,117.43,3,2,1,1,11,"Plate",2003,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",70486
"173373",173373,116.576449,39.920361,1111027379336,"2016-03-04",7,4,260,30170,86.18,3,1,1,1,6,"Plate",1998,"Simplicit","Mixed",0.5,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",47352
"241886",241886,116.311,39.9378,1111027381130,"2015-06-22",1,6,430,66564,64.6,2,1,1,1,18,"Tower",1994,"Other","Steel/Concrete",0.286,"Has_Elevator","Ownership < 5y","Has_Subway","HaiDian",103248
"225156",225156,116.377,39.85732,1111027380367,"2016-06-11",1,8,456,41335,110.32,2,1,1,1,18,"Plate/Tower",2003,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",53235
"47509",47509,116.450152,39.910913,1111027378283,"2016-11-23",7,14,820,39806,206,4,2,1,3,12,"Tower",2004,"Other","Steel/Concrete",0.154,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",65170
"260923",260923,116.6484,40.13757,1111027381324,"2013-06-10",7,3,78,22622,34.48,1,1,1,1,6,"Plate",1993,"Other","Mixed",0.25,"No_elevator","Ownership < 5y","Has_Subway","MenTouGou",39215
"217521",217521,116.4193,39.86128,1111027382424,"2015-03-07",7,0,209,32373,64.56,2,1,1,1,6,"Plate",1992,"Other","Brick/Concrete",0.333,"No_elevator","Ownership < 5y","Has_Subway","FengTai",54506
"233055",233055,116.3256,40.04947,1111027376795,"2013-06-18",7,0,216,48551,44.49,1,1,1,1,12,"Plate/Tower",2002,"Other","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","No_Subway","HaiDian",70486
"270756",270756,116.6581,39.8932,1111027377800,"2015-01-18",1,2,195.8,22314,87.75,2,1,1,1,11,"Plate/Tower",2005,"Simplicit","Mixed",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","TongZhou",42519
"223510",223510,116.4019,39.86134,1111027382517,"2016-03-11",7,10,153.5,32487,47.25,1,0,1,1,24,"Tower",2004,"Hardcover","Steel/Concrete",0.214,"Has_Elevator","Ownership > 5y","No_Subway","FengTai",46572
"276903",276903,116.3432,39.90053,1111027378998,"2012-08-12",7,0,73.5,32696,22.48,1,0,0,1,26,"Tower",2006,"Other","Steel/Concrete",0.111,"Has_Elevator","Ownership > 5y","Has_Subway","XiCheng",92360
"38264",38264,116.351677,39.980567,1111027378230,"2017-03-08",164,161,420,91325,45.99,1,1,1,1,9,"Plate/Tower",1997,"Hardcover","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","HaiDian",74710
"110342",110342,116.439341,40.082372,1111027380043,"2016-02-16",7,1,355,28224,125.78,3,1,1,2,7,"Plate",2005,"Simplicit","Mixed",0.5,"No_elevator","Ownership > 5y","No_Subway","ChangPing",38281
"188324",188324,116.404734,39.960609,1111027378894,"2014-10-07",7,4,295,54159,54.47,2,1,1,1,5,"Plate",1986,"Simplicit","Mixed",0.333,"No_elevator","Ownership > 5y","Has_Subway","DongCheng",108304
"113806",113806,116.556567,39.952006,1111027379175,"2011-12-05",7,0,157,15943,98.48,2,2,1,1,12,"Plate/Tower",2005,"Other","Steel/Concrete",0.222,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",48420
"269098",269098,116.6952,39.93464,1111027375151,"2013-10-28",1,6,160,23736,67.41,2,1,1,1,6,"Plate",1999,"Other","Mixed",0.5,"No_elevator","Ownership < 5y","No_Subway","TongZhou",36953
"217620",217620,116.3205,39.8901,1111027379963,"2015-03-15",7,0,243,33906,71.67,2,1,1,1,18,"Tower",1990,"Simplicit","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","FengTai",58959
"361",361,116.379698,39.848129,1111027378082,"2016-08-08",303,94,645,50000,129,3,1,1,2,9,"Plate/Tower",2005,"Simplicit","Steel/Concrete",0.5,"Has_Elevator","Ownership < 5y","No_Subway","FengTai",60793
"37751",37751,116.49932,39.981474,1111027380848,"2016-09-25",2,2,800,68272,117.18,2,2,1,1,15,"Plate",2008,"Hardcover","Steel/Concrete",1,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",35630
"91380",91380,116.330198,40.074228,1111027381003,"2012-03-22",7,0,173,18442,93.81,2,1,1,1,10,"Plate/Tower",2007,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChangPing",50205
"62175",62175,116.438315,39.988246,1111027379655,"2017-11-19",274,100,460,77311,59.5,2,1,1,1,5,"Plate",1985,"Hardcover","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",75302
"121865",121865,116.422403,39.987661,1111027380736,"2012-10-14",7,0,153,33768,45.31,1,1,1,1,6,"Plate",1993,"Other","Mixed",0.5,"No_elevator","Ownership > 5y","Has_Subway","ChaoYang",69186
"34156",34156,116.460032,39.879667,1111027375352,"2016-09-12",4,15,272,58483,46.51,1,1,1,1,18,"Tower",1996,"Hardcover","Steel/Concrete",0.2,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",55722
"38106",38106,116.42537,40.052808,1111027376257,"2016-12-30",97,55,790,58519,135,3,2,1,2,23,"Plate/Tower",2008,"Hardcover","Steel/Concrete",0.3,"Has_Elevator","Ownership < 5y","No_Subway","ChaoYang",60785
"285175",285175,116.3319,39.89446,1111027378323,"2014-11-20",7,0,274,39919,68.64,3,1,1,1,6,"Plate",1992,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","XiCheng",76650
"117286",117286,116.513785,39.869796,1111027374371,"2012-02-13",7,0,129,20038,64.38,2,2,1,1,6,"Plate",1999,"Other","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",46725
"119550",119550,116.508983,39.871912,1111027375890,"2013-04-26",1,0,620,36121,171.65,3,2,1,2,30,"Plate/Tower",2008,"Other","Steel/Concrete",1,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",67612
"186966",186966,116.455654,39.898084,1111027374680,"2013-09-28",7,2,223,43623,51.12,1,1,1,1,29,"Plate/Tower",2009,"Other","Steel/Concrete",0.25,"Has_Elevator","Ownership < 5y","Has_Subway","DongCheng",78235
"156785",156785,116.460032,39.879667,1111027375352,"2015-04-15",7,6,133,31995,41.57,1,1,1,1,6,"Plate",1992,"Simplicit","Mixed",0.167,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",55722
"136439",136439,116.609957,39.91983,1111027375945,"2014-01-05",7,14,397,28595,138.84,3,2,1,2,28,"Plate/Tower",2008,"Other","Steel/Concrete",0.5,"Has_Elevator","Ownership > 5y","Has_Subway","ChaoYang",54263
"274818",274818,116.3592,39.88635,1111027377111,"2012-03-05",7,0,130,26711,48.67,1,1,1,1,6,"Plate",1996,"Other","Steel/Concrete",0.333,"No_elevator","Ownership < 5y","No_Subway","XiCheng",85290
"183027",183027,116.46143,39.89199,1111027377342,"2016-06-05",7,3,246.5,44559,55.32,2,1,1,1,6,"Plate",1980,"Simplicit","Mixed",0.333,"No_elevator","Ownership < 5y","Has_Subway","ChaoYang",56798
"145765",145765,116.540406,39.924731,1111027378621,"2014-07-26",7,0,179,26185,68.36,2,1,1,1,6,"Plate",2000,"Other","Mixed",0.333,"No_elevator","Ownership > 5y","No_Subway","ChaoYang",47402
"221226",221226,116.4293,39.87246,1111027374678,"2015-12-13",7,8,165,35569,46.39,1,1,1,1,30,"Tower",2005,"Hardcover","Steel/Concrete",0.143,"Has_Elevator","Ownership > 5y","Has_Subway","FengTai",61390
